date,generation,consumption,temp_NW_UES,temp_SPB,pressure_SPB,humidity_SPB,wind_speed_SPB,cloudiness_SPB,USD_to_RUB,gas_avg_price,coal_close_price,oil_avg_price,frequency,day_of_week
2010-04-07,2206252.0,2176615.0,20.47,20.55,766.4875000000001,58.125,1.0,5.0,30.43095,4.0425,65.31,78.015,50.00625,2
2010-04-08,2445538.0,2409480.0,24.82,26.399999999999995,756.3375000000001,61.875,1.875,56.25,29.9681,3.978,70.75,82.36,49.99875,3
2010-04-09,2372696.0,2319488.0,14.13,8.575,758.375,84.5,2.625,97.5,30.6922,4.013,66.59,82.95,50.0025,4
2010-04-10,2723797.0,2677198.0,5.48,9.525,774.625,67.625,1.375,79.375,30.73155,4.0605,62.43,83.54,50.00458333333333,5
2010-04-11,2751408.0,2708219.0,4.08,7.7749999999999995,743.5375000000001,87.125,4.625,97.5,30.7709,4.1080000000000005,66.93,87.38,49.99916666666666,6
2010-04-12,3162079.0,3103139.0,-10.71,-8.9125,755.9875,88.125,1.25,100.0,31.2641,4.058,62.88,86.035,50.009583333333325,0
2010-04-13,2694892.0,2662627.0,3.02,7.175,765.975,59.875,1.0,36.875,28.9428,4.0575,58.83,84.69,50.00666666666666,1
2010-04-14,2696363.0,2669402.0,3.13,6.4375,762.7625,67.875,1.75,78.75,29.0294,4.1915,58.62,85.42,50.0,2
2010-04-15,2679041.0,2652503.0,4.04,5.1625,762.4250000000001,59.875,1.0,11.25,29.0444,4.0915,58.08,86.72,50.00333333333333,3
2010-04-16,2654544.0,2627759.0,5.18,8.64375,755.5124999999999,52.9375,1.1875,100.0,28.930999999999997,4.0415,57.22,86.74,50.002916666666664,4
2010-04-17,2552719.0,2526556.0,7.0,5.4875,754.1750000000001,70.0,2.0,64.375,29.0325,4.04275,57.09667,86.153336,50.004999999999995,5
2010-04-18,2500294.0,2484709.0,7.2,5.025,749.3375000000001,67.875,4.0,78.125,29.0873,4.0440000000000005,56.97333,85.566666,50.006249999999994,6
2010-04-19,2610359.0,2589625.0,7.29,3.75,755.8375,66.625,2.0,31.25,29.1421,3.9895,56.85,84.98,50.00458333333333,0
2010-04-20,2598014.0,2574293.0,8.88,3.55,759.8,77.125,1.625,59.375,29.1969,3.9360000000000004,57.67,84.66,50.000416666666666,1
2010-04-21,2581146.0,2558528.0,9.76,7.1125,758.4749999999999,50.125,1.5,45.625,29.1381,3.9885,57.97,85.44,50.00333333333333,2
2010-04-22,2593682.0,2562607.0,10.32,4.737500000000001,750.4625000000001,83.375,1.125,92.5,29.0906,4.04,58.25,85.68,50.001666666666665,3
2010-04-23,2595661.0,2564035.0,9.35,2.8625000000000003,750.1875,90.75,2.25,99.375,29.1288,4.1945,59.55,86.38,49.999583333333334,4
2010-04-24,2497699.0,2466917.0,8.17,3.7375,756.1750000000001,77.25,3.25,76.25,29.2743,4.2435,60.13333,86.60333,50.002916666666664,5
2010-04-25,2457120.0,2418578.0,7.2,4.6375,766.8750000000001,59.0,3.375,49.375,29.212266666666668,4.2925,60.716667,86.82667,49.998333333333335,6
2010-04-26,2597829.0,2558411.0,7.5,6.15,771.4624999999999,65.125,1.375,13.75,29.150233333333333,4.2435,61.3,87.05,50.00375,0
2010-04-27,2607407.0,2563196.0,6.96,11.1,764.8,42.875,2.125,76.25,29.0882,4.2415,60.82,86.3,50.008333333333326,1
2010-04-28,2608338.0,2563566.0,7.59,7.9125,760.0375,59.75,2.875,59.375,29.0623,4.2755,60.32,85.73,50.004999999999995,2
2010-04-29,2594319.0,2553181.0,7.86,5.675,758.5375,72.0,2.5,82.5,29.3801,4.177,61.42,86.57,50.00458333333333,3
2010-04-30,2533034.0,2492056.0,9.3,10.350000000000001,752.9000000000001,87.875,1.75,98.75,29.2886,3.9755,62.5,87.26,50.006249999999994,4
2010-05-01,3077024.0,3021624.0,-19.92,-6.25,755.1375,75.25,3.125,100.0,29.647000000000002,3.964,56.690002,80.44,49.99916666666667,5
2010-05-02,3279030.0,3225608.0,-17.86,-4.75,775.0124999999999,83.375,2.375,100.0,30.0054,3.9525,50.88,70.86,49.997499999999995,6
2010-05-03,3036413.0,2996239.0,-9.01,-6.612500000000001,757.2,84.25,2.125,95.0,29.8217,3.955,52.3,79.41,50.00333333333333,0
2010-05-04,2674221.0,2650028.0,4.96,7.975,768.375,64.875,1.5,50.0,29.55995,4.005,56.0,85.18,50.005,1
2010-05-05,2458912.0,2420656.0,13.93,4.875,762.3249999999999,79.5,2.125,96.25,29.2982,3.982,63.08,83.9,50.00541666666666,2
2010-05-06,2252269.0,2210399.0,18.5,12.225,757.3750000000001,57.25,3.375,51.875,31.0685,3.9705,65.67667,77.71,50.00583333333333,3
2010-05-07,2334200.0,2315861.0,20.27,23.25,763.4000000000001,50.75,1.0,0.0,30.43215,3.971,68.27334,71.52,50.006249999999994,4
2010-05-08,2448290.0,2409969.0,24.88,21.75,759.2125,74.5,1.625,78.75,29.7958,3.99825,70.87,81.9,50.00458333333333,5
2010-05-09,2328640.0,2282607.0,13.83,10.375,766.8125,76.875,1.5,89.375,30.145899999999997,4.0255,66.81,82.96,50.002916666666664,6
2010-05-10,2765097.0,2721674.0,4.06,8.862499999999999,774.6875000000001,64.625,1.875,36.875,30.496,4.1285,62.75,84.02,50.00333333333333,0
2010-05-11,2758229.0,2708969.0,3.84,6.075,744.6624999999999,82.5,2.625,99.375,30.398933333333332,4.1675,67.03,88.2,50.002916666666664,1
2010-05-12,3088874.0,3026230.0,-7.59,-3.15,757.275,90.625,2.875,87.5,30.301866666666665,4.2125,65.275,84.425,50.0025,2
2010-05-13,2421422.0,2390208.0,15.6,19.125,762.9624999999999,69.0,1.625,84.375,30.2048,4.2955,63.52,80.65,50.001666666666665,3
2010-05-14,2408429.0,2367891.0,16.05,21.937500000000004,761.6499999999999,45.375,1.125,38.125,29.8597,4.301,63.32,78.46,50.0,4
2010-05-15,2300132.0,2253294.0,17.43,21.025000000000002,759.55,51.625,1.875,40.0,30.0575,4.31025,62.92,77.83,50.00416666666666,5
2010-05-16,2252545.0,2213437.0,17.51,20.35,757.6999999999999,59.875,1.125,66.875,30.2712,4.3195,62.52,77.2,49.9975,6
2010-05-17,2404600.0,2363684.0,15.19,19.0125,758.1374999999999,75.25,1.375,61.25,30.4849,4.359,62.12,76.57,50.00749999999999,0
2010-05-18,2416999.0,2380251.0,13.44,19.9,761.9375000000001,75.0,1.25,76.875,30.6986,4.392,61.63,75.1,50.01083333333332,1
2010-05-19,2433395.0,2391512.0,11.65,19.4625,767.1,47.75,1.5,47.5,30.3946,4.2360000000000015,60.55,73.87,50.001666666666665,2
2010-05-20,2437919.0,2397919.0,11.35,19.200000000000003,769.0625,43.125,0.875,6.875,30.6953,4.128,59.78,72.8,50.00666666666666,3
2010-05-21,2425356.0,2387245.0,11.74,19.525,767.1375,50.875,1.125,58.75,30.7523,4.0975,60.33,71.26,50.0025,4
2010-05-22,2309903.0,2267715.0,13.81,16.6125,764.0124999999999,65.875,1.375,57.5,31.0576,4.05625,60.763336,71.333336,50.00791666666666,5
2010-05-23,2250897.0,2213104.0,13.84,14.125,758.3249999999999,64.25,1.25,73.75,30.996866666666666,4.015,61.196667,71.40667,49.99625,6
2010-05-24,2395461.0,2361792.0,14.28,13.3625,748.1125,77.0,2.625,65.625,30.936133333333334,4.028499999999998,61.63,71.48,50.0025,0
2010-05-25,2379244.0,2350357.0,15.43,12.387500000000003,748.375,67.75,2.375,56.25,30.8754,4.042,60.75,70.24,50.006249999999994,1
2010-05-26,2367935.0,2338093.0,15.17,10.6,745.65,88.0,1.5,96.875,31.4293,4.1575000000000015,60.25,71.15,50.00125,2
2010-05-27,2391617.0,2351176.0,14.6,10.075000000000001,656.8000000000001,94.625,2.125,100.0,31.3538,4.252,60.2,72.9,50.0025,3
2010-05-28,2380745.0,2341015.0,14.08,11.025000000000002,757.2624999999999,88.875,1.5,100.0,30.8786,4.3295,59.42,74.36,50.001666666666665,4
2010-05-29,2282780.0,2231425.0,14.78,12.0875,760.2,80.0,1.0,88.75,30.4956,4.33975,58.962856,74.35333,50.00083333333333,5
2010-05-30,2223999.0,2181016.0,15.25,11.5375,760.4,73.875,2.75,66.25,30.48835,4.35,58.505714,74.346664,50.00208333333333,6
2010-05-31,2328645.0,2294348.0,15.87,11.200000000000001,761.3750000000001,70.625,1.875,50.0,30.481099999999998,4.364000000000001,58.048573,74.34,49.998333333333335,0
2010-06-01,3096249.0,3039205.0,-20.65,-7.175000000000001,762.4000000000001,79.625,2.75,100.0,30.47385,4.324,57.591427,81.13,50.002916666666664,1
2010-06-02,3174878.0,3118386.0,-18.85,-8.0625,776.2625000000002,78.0,2.25,79.375,30.4666,4.35,57.134285,82.759995,50.00083333333333,2
2010-06-03,2947882.0,2900670.0,-8.31,-8.075,763.9375,79.375,1.625,89.375,29.8366,4.5459999999999985,56.677143,84.39,50.002916666666664,3
2010-06-04,2692101.0,2660269.0,3.22,9.524999999999999,768.90625,55.375,2.0,66.25,29.2097,4.793,56.22,86.02,50.00749999999999,4
2010-06-05,2452751.0,2416998.0,13.09,7.6375,767.0749999999999,70.0,2.0,41.875,29.6812,4.8095,62.83,81.24,50.001666666666665,5
2010-06-06,2203233.0,2166131.0,15.95,12.3625,760.6624999999999,44.5,2.625,40.0,30.3968,4.8260000000000005,62.74,76.35,50.00083333333333,6
2010-06-07,2334733.0,2316886.0,20.33,24.8,759.875,59.5,0.625,37.5,31.1124,4.8275000000000015,62.65,71.46,50.00333333333334,0
2010-06-08,2441354.0,2410063.0,25.11,23.762500000000003,763.5,69.75,1.125,30.0,29.8633,4.8660000000000005,70.33,80.88,50.000416666666666,1
2010-06-09,2473526.0,2436681.0,13.41,12.537500000000001,769.5,82.625,1.0,81.25,30.14965,4.7515,66.705,76.75,50.00208333333333,2
2010-06-10,2777367.0,2733201.0,4.5,7.7749999999999995,777.0750000000002,53.0,2.0,0.625,30.436,4.718,63.08,84.92,50.00458333333333,3
2010-06-11,2743087.0,2693364.0,3.53,1.875,747.1375000000002,93.625,1.25,99.375,30.606583333333333,4.7475000000000005,69.475006,88.19,49.99875,4
2010-06-12,3223172.0,3170096.0,-6.62,-5.7375,754.275,87.0,2.875,96.25,30.777166666666666,4.819750000000001,75.87,91.46,50.000416666666666,5
2010-06-13,2200995.0,2160917.0,21.17,14.062500000000002,747.8249999999999,70.0,3.0,79.375,30.94775,4.892,69.295,83.155,50.001666666666665,6
2010-06-14,2251488.0,2205934.0,19.62,13.125,757.3,82.5,2.125,95.625,31.118333333333332,4.9735,62.72,74.85,49.999583333333334,0
2010-06-15,2363050.0,2324659.0,18.55,13.987499999999999,759.9250000000001,79.375,1.75,95.625,31.288916666666665,5.1095000000000015,63.05,75.66,50.00125,1
2010-06-16,2380541.0,2341357.0,18.61,11.287500000000001,758.325,84.875,2.375,90.0,31.4595,5.0805,62.53,77.66,50.00541666666666,2
2010-06-17,2370696.0,2332909.0,17.99,12.875,760.1250000000001,63.5,2.75,63.75,31.1566,5.085000000000001,62.8,78.39,50.00208333333333,3
2010-06-18,2339449.0,2302984.0,16.99,16.0,758.2500000000001,61.25,1.75,74.375,31.1854,5.086,61.92,78.34,50.002916666666664,4
2010-06-19,2228063.0,2189669.0,16.91,19.337500000000002,757.0125,47.0,2.875,97.5,30.884,5.06575,61.82,78.44666,50.001666666666665,5
2010-06-20,2190845.0,2151910.0,18.43,17.087500000000002,758.6375,71.875,2.25,99.375,30.831566666666667,5.0455000000000005,61.719997,78.55334,50.00125,6
2010-06-21,2319798.0,2285655.0,19.68,18.275000000000002,760.0875000000001,77.875,1.375,92.5,30.779133333333334,5.004,61.62,78.66,50.00333333333333,0
2010-06-22,2330240.0,2295058.0,19.9,12.5625,760.4375000000001,92.625,1.125,100.0,30.7267,4.7860000000000005,60.72,78.4,50.00333333333333,1
2010-06-23,2335775.0,2303067.0,20.49,16.375,761.4875,64.125,0.75,96.25,30.896,4.812,59.42,77.13,50.008333333333326,2
2010-06-24,2343592.0,2311370.0,20.4,16.375,761.8875,67.5,0.875,78.125,30.9694,4.7765,59.15,76.25,49.99916666666667,3
2010-06-25,2348509.0,2315151.0,21.51,19.475,758.9749999999999,81.75,1.5,96.875,31.0149,4.8165,61.79,77.27,50.00333333333333,4
2010-06-26,2239785.0,2203857.0,21.81,17.7,757.7625,93.75,1.0,100.0,31.0761,4.807,62.02667,77.46667,50.000416666666666,5
2010-06-27,2198687.0,2164907.0,21.55,16.125,760.7125,74.625,2.75,56.25,31.045166666666667,4.7975,62.263332,77.66333,50.00333333333333,6
2010-06-28,2341669.0,2311697.0,21.16,17.35,765.0,64.5,2.375,10.0,31.014233333333333,4.768000000000002,62.5,77.86,49.998333333333335,0
2010-06-29,2351782.0,2317631.0,20.96,19.8,765.1374999999999,51.875,1.0,13.75,30.9833,4.630000000000001,62.2,76.6,50.006249999999994,1
2010-06-30,2343638.0,2304949.0,20.23,21.5875,764.2125000000001,53.0,0.875,20.625,31.1954,4.5600000000000005,62.9,74.96,50.00708333333333,2
2010-07-01,3041157.0,2984398.0,-19.73,-8.9125,760.6250000000001,85.0,1.875,93.75,30.70695,4.7285,61.4,81.76,50.00416666666666,3
2010-07-02,3134738.0,3082263.0,-18.93,-8.924999999999999,770.0500000000001,77.0,3.25,92.5,30.2185,4.742000000000001,59.9,83.1,50.00458333333333,4
2010-07-03,2888918.0,2842800.0,-9.31,-6.1375,771.0875000000001,79.875,1.125,86.875,29.73005,4.754833333333334,58.4,84.44,49.9975,5
2010-07-04,2698989.0,2661943.0,1.81,1.26875,769.3562499999999,94.5625,1.75,100.0,29.2416,4.767666666666667,56.9,85.78,50.00083333333333,6
2010-07-05,2443987.0,2409553.0,13.13,7.775,767.2375000000001,67.375,1.625,88.125,30.2971,4.7805,63.1,79.07,50.00333333333333,0
2010-07-06,2337608.0,2297835.0,14.99,14.337499999999999,757.2375,54.75,0.875,63.75,30.70475,4.77,62.775,71.84,49.999583333333334,1
2010-07-07,2338441.0,2319521.0,20.81,25.924999999999997,757.975,58.125,1.125,78.125,31.1124,4.6675,62.45,72.56,50.001666666666665,2
2010-07-08,2334221.0,2297126.0,24.72,28.499999999999996,763.8000000000001,62.25,1.5,45.625,29.8312,4.487,61.684998,74.96,50.00458333333333,3
2010-07-09,2486120.0,2446738.0,11.75,13.0625,770.9625,82.125,0.625,91.875,30.5771,4.397,60.92,77.36,50.004999999999995,4
2010-07-10,2773267.0,2730770.0,5.81,8.3125,778.6249999999999,65.125,1.875,0.0,29.8929,4.4135,61.8,84.37,50.00625,5
2010-07-11,2733367.0,2686961.0,1.86,1.3875,748.375,90.25,2.375,87.5,30.5898,4.43,68.275,87.775,50.00375,6
2010-07-12,3208424.0,3157936.0,-6.54,-2.6,751.3000000000001,86.75,3.125,96.25,31.2867,4.398,74.75,91.18,50.00416666666666,0
2010-07-13,2382997.0,2359746.0,21.57,27.162499999999998,763.4125,60.0,1.125,20.0,30.8823,4.4205000000000005,63.3,75.57,50.001666666666665,1
2010-07-14,2374481.0,2352358.0,21.25,28.8625,761.0375,53.125,1.875,3.75,30.8543,4.3375,63.75,76.86,50.0075,2
2010-07-15,2374312.0,2352894.0,22.6,29.175000000000004,761.1249999999999,53.875,1.375,45.625,30.539,4.455500000000002,64.42,76.21,50.00541666666666,3
2010-07-16,2373825.0,2354958.0,23.09,26.875,762.0500000000002,66.75,1.5,85.625,30.5619,4.5655,64.03,75.88,50.00583333333333,4
2010-07-17,2275464.0,2246448.0,24.23,22.9,764.0124999999999,83.625,2.0,91.875,30.4615,4.5489999999999995,64.18667,75.71333,49.99916666666667,5
